age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,computer_network_score,operating_system_score,daa_score,overall_score,final_grade
16,other,public,graduate,1.2,77.0,no,30-60 min,yes,textbook,59.9,45.8,52.9,50.0,e
17,female,public,diploma,7.9,99.1,yes,>60 min,yes,group study,98.3,94.9,100.0,100.0,a
18,other,public,high school,0.8,89.4,yes,30-60 min,no,notes,46.8,42.1,33.6,39.1,f
18,other,private,post graduate,3.1,78.8,yes,15-30 min,yes,coaching,73.4,59.4,50.8,56.9,d
19,male,private,high school,5.7,68.3,yes,<15 min,no,online videos,65.8,69.4,66.8,68.9,d
19,male,public,graduate,3.7,86.8,yes,15-30 min,yes,mixed,53.8,54.3,58.9,65.2,d
18,male,private,phd,7.9,98.8,no,>60 min,no,group study,100.0,93.3,100.0,100.0,a
16,female,public,high school,0.7,59.6,yes,>60 min,no,group study,41.4,28.5,28.3,36.2,f
17,female,public,diploma,7.1,52.5,no,>60 min,no,online videos,77.4,100.0,77.7,86.5,b
16,male,private,high school,1.5,68.9,yes,>60 min,yes,coaching,28.6,21.9,36.6,36.3,f
17,female,private,diploma,2.0,75.8,yes,<15 min,no,notes,66.4,44.6,59.0,55.8,d
18,male,public,high school,4.5,62.3,no,15-30 min,no,notes,66.0,67.5,57.5,68.0,d
16,other,private,phd,7.0,80.8,yes,30-60 min,no,notes,84.0,84.1,93.1,94.6,b
17,other,private,high school,3.6,65.3,yes,15-30 min,no,notes,52.7,57.6,75.5,64.3,d
14,other,private,graduate,2.7,99.1,yes,<15 min,no,online videos,63.3,48.3,79.5,56.0,d
18,male,public,no formal,3.5,63.3,yes,>60 min,no,group study,59.9,34.9,64.6,54.1,e
16,other,private,diploma,1.2,90.1,yes,>60 min,no,coaching,71.7,55.1,52.8,55.1,d
16,female,public,phd,6.8,98.2,yes,30-60 min,no,notes,69.8,79.3,92.1,95.0,a
17,other,private,post graduate,7.4,75.0,yes,<15 min,yes,notes,80.4,100.0,86.9,79.4,c
15,other,private,high school,5.6,60.0,no,>60 min,no,online videos,66.4,69.2,78.6,74.7,c
17,female,private,phd,3.8,94.5,yes,30-60 min,no,notes,62.3,72.7,76.3,76.7,c
18,male,public,post graduate,5.1,70.1,yes,<15 min,yes,group study,67.7,60.2,52.9,69.3,d
16,other,private,diploma,4.6,77.2,yes,30-60 min,yes,textbook,77.2,73.7,76.9,73.6,c
14,female,public,phd,0.9,52.5,yes,30-60 min,no,group study,35.6,28.0,27.2,25.2,f
16,other,private,high school,3.5,67.4,yes,30-60 min,no,notes,81.4,45.6,59.2,63.7,d
15,other,public,high school,5.4,77.8,yes,15-30 min,yes,group study,54.3,67.3,71.4,64.4,d
16,male,private,phd,6.9,84.6,yes,30-60 min,yes,mixed,89.5,89.7,94.7,86.9,b
17,other,public,phd,3.2,97.6,no,15-30 min,yes,textbook,58.7,48.4,52.2,63.8,d
14,male,private,post graduate,6.6,79.2,yes,15-30 min,no,online videos,76.4,93.3,94.6,89.4,b
18,male,private,high school,6.2,63.6,yes,15-30 min,yes,mixed,81.2,56.4,81.8,69.3,d
15,male,private,high school,7.5,77.9,no,<15 min,no,textbook,92.8,77.2,87.3,82.6,c
19,other,public,graduate,7.9,53.5,yes,>60 min,no,group study,95.7,86.2,99.1,92.1,b
18,male,public,no formal,0.8,57.4,yes,15-30 min,yes,notes,30.2,11.5,18.2,24.9,f
15,other,private,phd,3.8,67.6,yes,<15 min,yes,group study,56.7,48.9,56.7,60.5,d
17,male,private,phd,6.3,51.1,yes,15-30 min,no,mixed,77.6,95.7,77.0,74.1,c
14,female,private,post graduate,6.7,53.8,yes,30-60 min,yes,notes,86.2,66.4,87.1,84.5,c
14,male,public,phd,1.1,50.4,yes,30-60 min,yes,textbook,35.6,46.6,26.9,38.0,f
19,female,private,high school,5.0,59.1,yes,30-60 min,no,mixed,61.8,52.4,57.0,54.2,e
18,female,public,phd,7.2,91.3,yes,<15 min,yes,textbook,81.0,100.0,89.0,86.9,b
14,other,public,high school,2.2,67.6,yes,15-30 min,yes,coaching,48.4,49.3,27.6,38.0,f
15,other,public,no formal,3.1,95.1,yes,30-60 min,no,online videos,80.8,55.1,73.6,68.0,d
15,other,private,high school,3.5,94.2,yes,>60 min,yes,online videos,74.7,61.6,61.1,68.8,d
16,female,private,post graduate,3.5,93.2,yes,30-60 min,no,group study,62.2,69.5,62.7,60.7,d
15,male,private,phd,4.7,60.6,yes,>60 min,no,notes,60.5,62.4,55.0,62.8,d
15,male,public,graduate,1.0,67.1,yes,>60 min,no,textbook,34.0,27.9,34.8,38.1,f
17,other,public,high school,6.3,73.4,yes,30-60 min,yes,textbook,79.5,67.8,73.3,76.0,c
15,female,public,graduate,1.4,71.6,yes,30-60 min,yes,coaching,33.3,63.8,42.5,42.2,e
19,other,private,graduate,6.6,54.0,no,15-30 min,no,group study,58.1,67.1,49.9,67.8,d
18,female,private,graduate,0.6,61.9,yes,15-30 min,yes,group study,22.4,31.3,36.7,31.7,f
18,female,public,diploma,6.4,81.0,yes,>60 min,no,notes,84.8,95.3,98.3,88.7,b
15,other,private,no formal,3.2,83.8,yes,<15 min,no,online videos,54.3,50.2,48.3,63.3,d
18,other,public,diploma,5.4,68.2,yes,>60 min,yes,online videos,50.3,77.3,75.2,62.1,d
19,male,public,phd,1.8,64.8,no,30-60 min,yes,notes,28.6,13.9,52.3,35.8,f
15,female,private,diploma,4.5,79.3,yes,30-60 min,yes,textbook,75.8,90.3,51.3,76.8,c
18,male,private,no formal,2.7,83.2,yes,30-60 min,no,group study,47.6,55.6,35.2,50.5,e
16,other,public,diploma,0.5,85.5,yes,15-30 min,yes,coaching,32.4,38.1,46.3,30.1,f
18,male,private,diploma,5.9,90.5,yes,>60 min,no,textbook,88.9,73.0,72.9,78.8,c
16,other,public,graduate,1.5,79.2,yes,>60 min,no,group study,49.5,39.7,35.5,46.7,e
18,other,private,graduate,7.5,68.9,yes,15-30 min,yes,group study,86.3,100.0,100.0,97.3,a
14,male,public,diploma,4.6,67.4,yes,<15 min,no,online videos,80.1,97.6,59.8,69.9,d
16,female,public,no formal,0.5,51.7,yes,15-30 min,no,coaching,26.5,29.5,29.6,27.6,f
15,male,public,diploma,7.6,70.8,no,>60 min,no,coaching,91.7,100.0,100.0,89.2,b
15,female,private,no formal,1.5,93.4,yes,<15 min,no,group study,43.6,42.6,23.0,39.8,f
15,female,private,graduate,6.8,81.4,yes,15-30 min,no,mixed,87.9,79.3,87.1,85.6,b
16,female,private,diploma,3.0,79.7,yes,>60 min,no,notes,69.4,69.8,39.7,51.5,e
14,other,public,diploma,4.8,61.2,yes,15-30 min,yes,mixed,56.6,55.4,69.0,58.0,d
18,female,private,graduate,6.8,79.8,yes,30-60 min,yes,group study,93.3,90.2,84.2,83.5,c
17,female,private,post graduate,0.9,59.0,yes,<15 min,yes,group study,39.6,41.0,44.5,39.3,f
18,male,public,high school,5.6,67.1,yes,>60 min,yes,textbook,71.0,75.1,66.7,70.1,c
18,other,private,graduate,1.6,79.2,yes,15-30 min,no,online videos,36.4,35.3,52.1,39.5,f
14,male,public,graduate,5.9,52.3,no,30-60 min,no,notes,55.6,73.1,58.0,70.6,c
14,female,public,graduate,1.7,65.6,yes,<15 min,yes,mixed,51.6,36.2,54.4,45.6,e
16,male,public,diploma,0.7,54.4,yes,<15 min,yes,online videos,26.8,37.5,35.7,19.7,f
16,male,public,high school,1.7,58.2,yes,15-30 min,no,textbook,9.5,40.5,50.1,37.2,f
15,female,private,high school,5.2,67.6,yes,<15 min,no,mixed,74.1,74.0,88.3,74.5,c
18,other,public,no formal,7.9,84.6,yes,30-60 min,yes,notes,92.7,97.7,86.1,91.7,b
17,male,private,no formal,7.8,63.4,yes,15-30 min,yes,online videos,88.8,95.8,92.7,88.9,b
18,female,private,post graduate,6.1,51.0,yes,>60 min,no,coaching,64.1,53.4,80.4,59.7,d
14,other,private,no formal,6.7,70.0,yes,15-30 min,yes,coaching,74.5,66.5,91.5,78.4,c
18,female,public,phd,7.1,61.1,yes,<15 min,no,online videos,82.4,75.8,90.8,80.5,c
15,male,public,phd,4.5,88.9,yes,15-30 min,no,textbook,89.4,80.6,76.5,72.0,c
16,male,public,high school,2.2,91.1,yes,15-30 min,no,coaching,41.0,55.0,42.8,57.6,d
16,other,private,diploma,5.5,83.5,yes,>60 min,yes,group study,88.9,72.2,62.8,83.8,c
18,male,private,diploma,1.6,80.6,yes,<15 min,yes,mixed,46.0,50.9,59.1,49.3,e
15,male,private,diploma,6.7,86.5,yes,>60 min,yes,coaching,73.6,95.4,74.3,78.6,c
15,male,public,diploma,3.6,68.8,yes,30-60 min,yes,online videos,65.1,51.3,60.9,52.0,e
16,other,private,diploma,2.5,82.6,yes,>60 min,no,notes,61.6,44.2,58.2,60.9,d
16,female,public,post graduate,6.8,71.0,no,15-30 min,yes,online videos,86.5,79.8,85.7,88.5,b
15,other,public,diploma,1.3,71.5,yes,15-30 min,no,online videos,49.0,42.2,37.2,47.7,e
15,female,private,high school,7.8,89.4,yes,<15 min,no,online videos,84.7,95.7,81.5,95.8,a
15,male,public,diploma,7.6,89.6,yes,15-30 min,no,textbook,100.0,100.0,100.0,100.0,a
16,male,private,phd,5.1,70.0,yes,30-60 min,yes,online videos,75.8,78.0,67.8,70.3,c
16,male,public,phd,5.8,96.9,yes,30-60 min,yes,textbook,79.1,84.3,87.6,85.6,b
16,male,public,no formal,0.8,77.1,yes,<15 min,no,online videos,41.8,37.3,61.4,46.7,e
18,female,public,graduate,3.8,74.4,yes,30-60 min,no,mixed,60.3,42.8,73.6,59.7,d
15,male,public,phd,7.1,75.1,no,30-60 min,no,textbook,96.9,90.2,83.7,88.1,b
19,male,private,high school,0.6,89.0,yes,30-60 min,yes,textbook,35.9,27.6,43.1,44.9,e
18,female,public,no formal,2.7,98.4,yes,<15 min,yes,notes,56.7,81.9,60.6,64.9,d
15,female,private,high school,3.2,84.5,yes,15-30 min,yes,group study,59.8,65.2,52.0,54.2,e
15,other,public,high school,5.6,67.1,yes,30-60 min,no,mixed,61.6,81.5,69.4,67.2,d
15,female,public,phd,5.8,75.8,yes,15-30 min,no,online videos,64.1,65.1,70.1,67.6,d
15,female,public,high school,1.0,65.4,no,<15 min,no,mixed,36.1,33.3,42.8,32.9,f
16,female,private,high school,2.1,82.7,yes,15-30 min,yes,notes,36.0,39.4,45.5,51.7,e
14,male,public,high school,6.7,100.0,yes,30-60 min,yes,group study,99.4,99.2,84.0,91.0,b
14,female,public,diploma,1.9,93.2,yes,<15 min,yes,notes,47.0,37.6,46.9,53.7,e
16,female,private,phd,2.6,73.6,no,<15 min,no,notes,61.3,39.3,52.7,41.9,e
18,male,public,no formal,1.7,67.1,yes,30-60 min,yes,notes,58.6,30.3,40.9,40.1,e
15,other,private,diploma,6.2,72.6,yes,30-60 min,no,coaching,95.0,95.4,97.3,80.9,c
19,female,public,graduate,0.7,65.8,yes,30-60 min,yes,textbook,28.3,39.8,38.4,36.0,f
16,other,private,no formal,2.8,99.6,yes,<15 min,no,mixed,53.8,66.8,74.7,64.3,d
19,male,public,no formal,4.5,60.1,yes,15-30 min,yes,notes,55.0,54.0,68.4,57.3,d
15,other,private,phd,0.5,90.5,yes,15-30 min,no,notes,56.4,55.0,46.7,48.0,e
17,female,public,high school,7.7,70.7,yes,15-30 min,yes,textbook,100.0,100.0,98.2,96.5,a
18,other,public,high school,7.0,82.6,yes,30-60 min,yes,coaching,97.2,100.0,92.5,98.9,a
14,female,private,diploma,5.4,96.1,yes,>60 min,no,textbook,47.5,97.6,65.4,71.8,c
19,female,public,no formal,3.8,79.6,yes,30-60 min,no,mixed,54.9,43.1,52.1,53.5,e
16,male,public,no formal,1.7,80.8,yes,<15 min,no,coaching,33.7,43.0,54.0,49.2,e
16,other,private,no formal,4.7,51.8,yes,15-30 min,no,coaching,62.1,67.0,55.6,59.4,d
17,male,private,graduate,2.3,56.4,yes,<15 min,no,group study,36.8,37.1,36.5,37.0,f
17,male,public,diploma,5.3,77.0,no,15-30 min,no,textbook,54.3,67.6,55.6,64.5,d
14,female,private,high school,1.6,68.5,yes,<15 min,yes,group study,49.2,16.3,39.6,31.3,f
19,other,public,phd,5.9,80.5,yes,15-30 min,no,mixed,85.6,92.9,75.7,84.8,c
17,other,public,high school,2.9,69.2,yes,15-30 min,yes,coaching,57.1,45.1,62.7,50.0,e
19,other,private,no formal,4.3,58.7,yes,<15 min,no,notes,69.7,63.3,52.5,59.1,d
16,female,public,no formal,1.7,89.8,yes,30-60 min,yes,group study,37.7,43.4,50.9,45.4,e
17,other,public,post graduate,2.4,92.3,yes,30-60 min,yes,mixed,53.0,39.4,49.0,50.4,e
16,female,private,graduate,3.9,98.4,yes,15-30 min,yes,mixed,59.6,90.9,70.2,73.9,c
19,female,public,high school,3.9,60.0,yes,>60 min,yes,coaching,46.3,53.4,45.2,47.4,e
18,male,private,high school,8.0,65.6,yes,15-30 min,yes,coaching,92.1,99.1,100.0,99.3,a
19,other,private,high school,3.0,64.0,yes,30-60 min,no,online videos,45.1,36.0,36.7,46.0,e
17,male,public,diploma,1.1,96.5,yes,30-60 min,no,mixed,53.0,61.9,50.1,54.5,e
18,male,private,post graduate,4.4,79.9,yes,15-30 min,no,mixed,59.8,72.3,89.8,67.7,d
16,female,private,graduate,2.9,96.1,yes,>60 min,no,coaching,77.8,59.5,89.0,68.6,d
16,female,private,post graduate,7.1,94.5,yes,15-30 min,no,coaching,100.0,100.0,100.0,100.0,a
18,male,public,no formal,2.1,62.3,yes,>60 min,no,notes,47.6,47.6,47.5,48.7,e
14,female,public,graduate,6.9,71.4,yes,30-60 min,yes,coaching,100.0,83.6,88.9,79.5,c
18,male,public,post graduate,5.5,70.7,no,>60 min,no,mixed,54.3,70.8,59.0,65.6,d
14,female,private,high school,1.9,74.3,yes,<15 min,yes,group study,36.3,42.2,65.7,48.9,e
17,other,private,graduate,3.5,99.9,yes,30-60 min,yes,mixed,78.7,68.6,83.5,64.1,d
16,other,private,no formal,4.2,58.7,yes,15-30 min,yes,textbook,62.5,67.9,63.6,53.3,e
16,male,private,phd,4.4,88.6,yes,15-30 min,yes,mixed,76.9,72.3,65.4,65.4,d
16,female,public,post graduate,3.5,61.4,yes,<15 min,no,online videos,72.5,58.1,48.8,58.0,d
16,female,private,graduate,4.9,87.0,no,>60 min,yes,mixed,94.6,81.2,69.0,80.6,c
16,male,private,graduate,5.9,60.1,yes,30-60 min,yes,textbook,53.6,77.1,69.9,61.7,d
16,male,private,post graduate,4.3,76.4,yes,15-30 min,no,online videos,72.3,88.5,77.3,73.6,c
17,male,private,diploma,5.0,83.4,yes,>60 min,no,coaching,85.1,67.2,88.1,77.9,c
18,other,private,phd,6.9,71.6,no,15-30 min,yes,online videos,64.9,83.2,83.5,78.2,c
17,female,private,high school,4.2,98.3,yes,<15 min,no,textbook,69.8,74.2,97.2,76.8,c
17,male,public,post graduate,3.6,85.3,no,30-60 min,yes,online videos,82.3,51.9,71.1,64.3,d
19,other,public,post graduate,2.4,57.9,yes,15-30 min,no,mixed,39.1,59.0,42.2,50.7,e
19,male,public,phd,1.5,68.6,yes,15-30 min,yes,textbook,48.4,48.8,38.1,43.3,e
14,other,private,no formal,2.7,65.7,no,15-30 min,yes,notes,47.1,40.5,62.0,46.5,e
18,female,public,diploma,3.5,64.8,yes,30-60 min,no,coaching,51.7,44.5,49.6,47.1,e
15,male,public,graduate,6.2,60.6,yes,15-30 min,no,textbook,67.4,91.5,83.0,79.7,c
15,female,public,graduate,2.1,59.3,no,>60 min,no,textbook,55.0,45.9,37.1,49.9,e
18,other,public,post graduate,5.8,93.5,no,15-30 min,yes,textbook,72.8,83.7,83.8,89.7,b
14,female,private,graduate,1.1,99.5,yes,<15 min,yes,coaching,49.6,41.5,73.4,52.8,e
19,other,public,high school,1.7,58.0,yes,>60 min,yes,coaching,43.6,50.4,52.4,44.7,e
18,other,public,post graduate,2.9,89.6,yes,30-60 min,yes,coaching,65.7,48.8,71.8,63.3,d
19,male,public,diploma,4.0,61.4,yes,30-60 min,no,online videos,78.2,51.4,59.2,65.9,d
18,other,public,phd,1.9,76.1,yes,<15 min,yes,group study,36.4,42.6,35.9,45.0,e
19,female,public,graduate,1.3,59.9,yes,30-60 min,no,group study,48.3,32.8,37.0,39.0,f
14,other,public,graduate,4.7,63.6,yes,>60 min,yes,group study,78.9,51.0,68.7,64.7,d
19,female,private,graduate,3.6,70.5,yes,<15 min,no,group study,42.5,38.7,42.9,49.7,e
14,female,public,phd,3.6,85.3,yes,30-60 min,no,coaching,41.4,41.3,56.6,58.0,d
15,female,private,phd,2.8,73.7,yes,<15 min,no,online videos,46.1,50.8,51.4,49.3,e
14,other,public,graduate,3.3,90.5,yes,<15 min,no,mixed,69.1,44.3,40.3,57.4,d
16,male,public,graduate,1.9,54.8,yes,>60 min,no,online videos,41.5,16.4,35.5,28.9,f
18,other,public,no formal,2.5,78.6,yes,30-60 min,yes,coaching,34.3,39.9,31.0,41.5,e
15,male,private,no formal,4.6,55.3,yes,>60 min,no,coaching,58.3,54.4,67.4,56.7,d
18,other,public,post graduate,4.4,55.9,yes,15-30 min,yes,mixed,58.2,51.7,44.6,50.8,e
17,male,private,diploma,7.3,65.4,yes,<15 min,no,online videos,100.0,100.0,80.5,94.2,b
17,male,private,diploma,6.7,55.2,yes,<15 min,no,notes,82.7,68.8,61.6,75.3,c
19,male,public,graduate,0.6,88.8,yes,>60 min,no,group study,61.4,17.3,31.8,47.1,e
16,female,public,high school,2.2,75.4,no,>60 min,no,notes,55.6,56.2,35.5,47.6,e
16,male,private,high school,7.2,82.2,yes,>60 min,yes,notes,89.3,76.7,84.2,89.6,b
19,female,public,no formal,2.9,52.8,yes,30-60 min,no,coaching,51.6,55.9,58.3,48.9,e
17,other,private,post graduate,4.1,61.2,yes,30-60 min,yes,coaching,67.5,55.8,39.6,65.2,d
17,male,public,graduate,5.6,76.2,no,<15 min,yes,online videos,78.3,71.7,61.3,71.5,c
15,female,private,high school,4.6,54.1,yes,15-30 min,no,notes,41.2,51.6,76.8,55.4,d
15,other,private,graduate,0.5,58.0,yes,15-30 min,no,mixed,27.3,28.3,28.3,33.2,f
15,female,private,no formal,2.0,51.1,yes,<15 min,yes,group study,34.6,13.0,36.2,31.0,f
15,other,private,post graduate,1.3,95.6,no,<15 min,yes,textbook,67.1,52.5,63.4,58.3,d
15,female,private,high school,1.8,71.6,yes,>60 min,no,group study,57.9,36.6,41.3,48.4,e
18,male,private,high school,1.6,52.3,yes,15-30 min,no,coaching,7.9,34.6,26.6,31.4,f
14,female,private,phd,5.2,73.0,yes,15-30 min,no,notes,75.7,83.9,73.9,63.5,d
17,female,public,post graduate,3.5,94.4,yes,30-60 min,no,group study,71.9,69.5,85.5,70.4,c
19,male,public,post graduate,1.0,59.5,no,<15 min,yes,mixed,15.3,47.2,14.5,30.3,f
18,other,private,graduate,1.1,61.9,yes,<15 min,yes,notes,29.6,18.1,47.8,36.2,f
16,male,public,graduate,7.6,99.1,yes,30-60 min,no,notes,76.7,94.5,74.3,92.8,b
14,male,public,high school,1.7,92.7,yes,>60 min,no,textbook,45.3,37.7,51.5,41.8,e
19,male,private,high school,2.4,77.4,yes,>60 min,no,group study,41.2,37.5,56.0,45.0,e
14,other,public,phd,4.8,59.3,no,<15 min,no,online videos,54.9,39.1,63.0,59.8,d
18,female,public,phd,1.9,61.0,yes,>60 min,no,group study,56.8,38.4,33.0,34.1,f
18,other,private,post graduate,2.0,93.1,yes,15-30 min,yes,notes,55.2,57.7,64.6,49.4,e
15,female,public,phd,1.0,83.8,no,>60 min,no,mixed,58.1,48.5,43.2,47.8,e
18,male,private,post graduate,7.9,67.5,yes,15-30 min,no,textbook,79.6,65.9,84.9,81.9,c
15,female,public,diploma,5.0,51.3,yes,15-30 min,no,mixed,61.8,51.5,54.7,61.3,d
15,male,public,post graduate,4.5,56.8,no,15-30 min,yes,mixed,55.8,51.6,70.7,56.5,d
18,female,private,post graduate,7.2,86.5,yes,>60 min,no,textbook,98.5,100.0,89.0,88.8,b
19,male,public,no formal,5.0,82.4,yes,15-30 min,yes,notes,82.4,59.9,79.6,72.8,c
15,other,private,phd,2.5,67.9,no,>60 min,no,coaching,57.3,62.4,33.3,56.0,d
19,female,private,diploma,4.0,79.6,yes,>60 min,yes,coaching,60.3,81.3,64.1,68.8,d
19,male,public,high school,4.1,87.8,no,>60 min,no,mixed,84.6,69.7,62.4,70.8,c
18,other,private,diploma,3.5,82.2,yes,<15 min,yes,coaching,71.4,72.4,61.0,70.0,c
14,female,public,high school,6.2,62.0,yes,30-60 min,yes,group study,53.7,69.4,79.3,71.7,c
15,male,private,high school,1.3,97.6,yes,15-30 min,yes,notes,79.2,40.8,44.1,54.3,e
18,female,public,graduate,1.7,51.2,yes,30-60 min,yes,textbook,31.4,27.9,27.6,27.6,f
19,male,private,phd,3.3,77.8,yes,<15 min,yes,coaching,49.8,39.6,70.3,48.8,e
18,other,public,diploma,1.0,61.2,yes,>60 min,no,notes,14.8,42.4,32.3,33.3,f
16,female,private,high school,7.9,85.4,yes,15-30 min,yes,coaching,100.0,100.0,85.9,100.0,a
15,other,private,post graduate,4.2,78.1,yes,30-60 min,yes,group study,54.2,68.2,79.2,68.0,d
19,other,public,high school,0.9,59.8,yes,15-30 min,yes,notes,46.6,23.7,23.8,28.5,f
15,other,public,graduate,5.1,75.3,yes,<15 min,yes,textbook,56.9,84.7,77.5,79.2,c
16,female,public,high school,6.4,76.0,yes,<15 min,yes,mixed,87.2,71.4,64.8,78.7,c
19,male,private,high school,3.6,71.0,no,15-30 min,yes,online videos,70.4,28.6,69.3,55.1,d
17,female,private,high school,4.1,52.1,yes,>60 min,yes,textbook,49.2,36.5,58.6,46.6,e
15,female,public,diploma,5.8,60.3,yes,>60 min,no,notes,80.2,74.2,86.7,78.8,c
14,male,public,phd,2.3,98.4,yes,15-30 min,no,textbook,52.7,37.8,64.1,49.5,e
16,other,public,post graduate,5.0,59.4,yes,<15 min,yes,notes,50.3,80.4,72.7,67.8,d
19,other,public,post graduate,5.2,72.9,yes,<15 min,yes,mixed,60.8,50.7,56.7,66.3,d
16,female,private,no formal,6.5,64.7,yes,15-30 min,yes,mixed,78.0,78.3,65.0,75.1,c
18,other,private,no formal,7.2,87.8,yes,30-60 min,yes,group study,96.3,87.5,87.3,87.5,b
15,other,public,diploma,7.6,78.9,yes,>60 min,no,coaching,98.6,78.0,90.5,89.7,b
18,male,public,phd,1.4,85.8,yes,15-30 min,no,textbook,32.7,42.3,42.0,42.7,e
18,female,public,no formal,6.6,81.8,yes,30-60 min,yes,coaching,99.4,80.1,71.2,91.6,b
17,other,public,post graduate,5.6,75.2,yes,15-30 min,no,group study,91.1,84.4,87.1,84.0,c
18,female,public,post graduate,3.3,98.0,yes,15-30 min,yes,coaching,37.1,57.6,43.3,57.5,d
17,other,private,high school,7.4,85.2,yes,>60 min,yes,mixed,71.5,68.1,95.5,86.8,b
16,female,private,no formal,7.0,84.4,yes,30-60 min,no,group study,100.0,77.1,83.7,96.3,a
18,male,private,no formal,6.3,84.5,yes,30-60 min,no,textbook,89.5,100.0,99.3,89.4,b
19,female,public,no formal,0.9,73.3,yes,30-60 min,yes,coaching,50.3,42.4,40.9,38.9,f
19,female,public,phd,1.8,82.1,no,>60 min,no,coaching,62.8,36.6,34.3,43.1,e
15,other,private,post graduate,7.4,80.2,yes,30-60 min,no,textbook,98.6,82.0,90.4,85.7,b
18,male,public,post graduate,7.9,94.4,yes,>60 min,yes,textbook,95.1,95.0,100.0,100.0,a
14,male,private,no formal,2.6,98.9,no,<15 min,no,notes,51.2,64.5,58.5,55.3,d
17,male,private,phd,2.6,74.2,yes,30-60 min,yes,textbook,45.1,41.3,35.4,46.0,e
17,female,private,post graduate,5.1,80.0,yes,>60 min,yes,notes,75.4,54.5,64.9,69.4,d
16,other,public,post graduate,1.1,64.5,yes,<15 min,yes,group study,50.6,33.0,34.4,38.3,f
19,female,private,diploma,5.0,92.3,yes,<15 min,no,group study,61.1,69.5,70.3,78.1,c
19,other,public,high school,7.8,85.5,yes,<15 min,no,textbook,100.0,97.6,82.7,100.0,a
14,other,private,post graduate,2.7,96.2,no,30-60 min,yes,coaching,71.8,75.6,81.3,62.3,d
15,female,public,no formal,6.1,80.3,no,<15 min,no,online videos,98.8,71.4,78.5,85.9,b
15,female,private,high school,4.4,85.4,yes,30-60 min,yes,textbook,89.7,65.2,59.5,76.8,c
19,male,public,no formal,2.7,54.8,yes,30-60 min,yes,online videos,27.5,50.4,31.5,44.4,e
17,other,public,no formal,3.6,80.3,yes,<15 min,no,textbook,38.7,46.6,47.7,55.9,d
18,other,public,graduate,4.6,68.8,yes,15-30 min,no,notes,67.4,72.8,30.0,62.4,d
18,other,private,high school,6.2,75.4,yes,<15 min,no,mixed,90.5,82.3,80.6,72.9,c
18,other,public,phd,4.6,66.3,yes,15-30 min,no,online videos,74.6,78.4,77.4,71.8,c
14,female,private,phd,7.4,64.4,yes,15-30 min,no,online videos,83.7,95.4,85.7,83.7,c
14,male,public,high school,1.4,91.0,no,>60 min,no,textbook,42.5,63.0,41.7,54.3,e
16,other,public,post graduate,7.7,77.9,no,<15 min,no,online videos,93.1,93.4,100.0,100.0,a
16,female,private,no formal,4.6,62.7,yes,30-60 min,yes,online videos,50.0,82.7,55.9,59.1,d
18,other,private,high school,3.4,88.3,yes,>60 min,no,online videos,52.6,41.4,68.7,55.1,d
14,other,private,graduate,1.1,53.7,yes,15-30 min,yes,mixed,29.7,35.5,14.4,35.9,f
16,male,public,high school,2.7,64.7,yes,>60 min,no,group study,55.4,46.2,40.0,49.3,e
15,female,private,no formal,3.8,66.8,yes,>60 min,yes,online videos,74.9,77.7,51.1,62.0,d
15,female,private,no formal,7.5,58.9,yes,>60 min,yes,group study,78.5,87.3,68.5,81.2,c
15,female,public,graduate,6.2,92.1,yes,15-30 min,yes,coaching,71.5,83.6,81.7,76.6,c
15,male,public,high school,0.9,83.7,yes,>60 min,yes,notes,40.9,52.6,58.5,46.6,e
17,male,public,high school,3.0,83.5,yes,>60 min,yes,textbook,84.0,58.4,73.7,66.2,d
16,female,public,high school,4.2,79.6,no,<15 min,no,group study,61.9,65.1,73.0,72.9,c
16,male,private,phd,6.9,68.9,no,>60 min,no,online videos,89.7,100.0,90.6,88.0,b
16,male,public,phd,6.3,83.0,yes,>60 min,no,notes,68.8,94.7,85.4,80.0,c
18,male,public,post graduate,2.1,86.8,yes,<15 min,yes,online videos,28.1,45.6,38.0,47.0,e
19,other,public,no formal,0.9,76.9,yes,15-30 min,no,notes,30.3,27.0,36.4,34.4,f
17,male,public,high school,1.5,73.5,yes,>60 min,no,mixed,44.7,46.4,42.4,43.9,e
17,female,public,phd,4.3,61.2,yes,<15 min,no,textbook,54.6,76.7,46.2,63.6,d
